vehicle_id,stop_time,dep_time,arr_time,drive_time,occupancy
102,600,195582,211288,15706,1
127,600,205850,211298,5448,0
51,600,200268,211361,11093,1
142,600,207050,211372,4322,0
122,600,206949,211385,4436,0
144,600,200180,211511,11331,0
168,600,206345,211512,5167,1
26,600,206757,211519,4762,0
39,600,206002,211543,5541,0
169,600,205417,211619,6202,1
5,294,206524,211648,5124,1
104,600,205951,211693,5742,1
129,600,202540,211730,9190,0
62,600,209366,211862,2496,0
7,600,209528,211868,2340,1
175,104,205824,212026,6202,1
118,600,206484,212105,5621,1
189,600,205830,212108,6278,0
158,600,209843,212122,2279,0
57,600,209436,212134,2698,0
52,600,201418,212140,10722,1
181,600,203241,212214,8973,1
76,600,208877,212265,3388,0
58,600,208617,212380,3763,1
79,600,204736,212449,7713,0
60,11559,207586,212490,4904,2
50,600,203009,212492,9483,1
2,45,207535,212507,4972,1
134,600,204375,212575,8200,1
36,600,200930,212592,11662,0
143,600,204185,212618,8433,2
3,600,206063,212627,6564,1
47,600,210748,212637,1889,1
74,600,205960,212667,6707,0
113,600,209753,212850,3097,1
95,600,208660,212970,4310,1
78,4,208594,212991,4397,1
166,209,210329,213015,2686,2
46,600,206170,213019,6849,0
169,600,212219,213033,814,0
142,600,211972,213060,1088,1
179,600,206300,213064,6764,0
33,600,205088,213080,7992,1
0,600,206870,213093,6223,0
71,25,210985,213115,2130,1
185,600,211415,213131,1716,0
17,600,206950,213183,6233,0
119,150,207000,213335,6335,1
52,301,212441,213437,996,1
67,600,202046,213475,11429,1
12,600,210461,213545,3084,2
75,2351,211512,213546,2034,2
4,600,206288,213570,7282,0
73,600,207670,213611,5941,1
88,600,209190,213732,4542,1
41,600,209778,213767,3989,1
149,600,201221,213983,12762,1
87,600,210519,214012,3493,1
30,600,206100,214020,7920,0
112,600,203757,214073,10316,2
187,600,209244,214124,4880,1
92,600,210333,214165,3832,1
105,600,210299,214230,3931,1
6,600,207222,214257,7035,2
65,600,204359,214267,9908,0
142,16,213076,214342,1266,1
188,600,207360,214354,6994,2
20,600,207609,214368,6759,0
38,600,208999,214513,5514,1
29,600,210879,214518,3639,0
28,600,209470,214576,5106,0
0,600,213693,214586,893,1
16,600,209180,214587,5407,0
147,600,208764,214608,5844,1
124,600,211585,214626,3041,3
77,600,207454,214905,7451,2
131,600,208305,214947,6642,1
61,600,205820,215000,9180,1
24,600,210040,215041,5001,1
186,600,208213,215047,6834,2
32,600,206500,215063,8563,0
136,132,210672,215089,4417,1
97,600,210359,215133,4774,0
95,92,213062,215210,2148,1
64,600,204490,215210,10720,0
141,600,208810,215307,6497,0
42,600,207440,215311,7871,0
89,600,206005,215334,9329,1
152,600,211267,215367,4100,2
126,300,211130,215448,4318,1
121,268,209108,215450,6342,1
48,600,208570,215479,6909,0
108,600,210376,215562,5186,0
109,600,207007,215571,8564,1
54,600,207780,215582,7802,0
182,600,208990,215588,6598,0
162,600,203200,215610,12410,2
22,600,192799,215612,22813,1
58,1018,213398,215616,2218,1
198,600,202490,215660,13170,0
120,600,206602,215698,9096,0
107,600,208256,215781,7525,0
148,600,210184,215798,5614,1
43,600,210277,215903,5626,0
166,600,213615,215925,2310,3
133,600,208961,215970,7009,1
68,600,206183,215991,9808,2
9,600,203311,216081,12770,1
123,600,207648,216106,8458,2
91,600,206410,216117,9707,0
50,600,213092,216163,3071,0
143,600,213218,216241,3023,1
47,600,213237,216245,3008,0
74,600,213267,216320,3053,1
115,600,207650,216359,8709,0
178,600,208170,216397,8227,2
137,600,208030,216425,8395,0
90,600,209764,216462,6698,1
127,600,211898,216479,4581,1
189,600,212708,216480,3772,1
182,600,216188,216510,322,1
125,600,204191,216512,12321,2
135,25,210015,216691,6676,1
52,600,214037,216715,2678,2
145,600,205640,216720,11080,0
116,600,211122,216759,5637,0
36,600,213192,216781,3589,1
186,600,215647,216967,1320,3
45,600,205434,217045,11611,2
183,600,207623,217091,9468,1
160,600,209927,217092,7165,2
168,600,212112,217102,4990,0
157,600,209750,217205,7455,1
33,600,213680,217342,3662,0
94,284,209244,217395,8151,1
169,600,213633,217418,3785,1
55,4946,204555,217452,12897,2
118,600,212705,217494,4789,0
73,600,214211,217549,3338,0
161,600,211614,217572,5958,2
197,600,210005,217624,7619,2
144,600,212111,217674,5563,1
132,600,208743,217683,8940,1
41,600,214367,217790,3423,0
53,600,205967,217800,11833,1
77,600,215505,217819,2314,1
164,600,209029,217844,8815,0
76,600,212865,217848,4983,1
138,600,205378,217975,12597,1
78,600,213591,217975,4384,2
19,600,205160,217997,12837,1
192,600,208179,218086,9907,1
14,600,206890,218101,11211,0
70,600,204974,218272,13298,1
113,17,212867,218323,5456,1
2,600,213107,218475,5368,2
101,600,210657,218479,7822,1
37,600,210584,218501,7917,0
142,600,214942,218530,3588,2
9,600,216681,218538,1857,0
170,600,202352,218573,16221,1
163,103,210083,218619,8536,1
174,135,208615,218679,10064,1
134,600,213175,218724,5549,0
78,600,218575,218740,165,1
123,600,216706,218780,2074,1
129,600,212330,218831,6501,1
102,600,211888,218840,6952,0
180,600,209030,218850,9820,0
24,600,215641,218855,3214,0
149,600,214583,218874,4291,0
72,600,207110,218893,11783,0
146,600,211870,218901,7031,0
55,600,218052,218914,862,2
171,600,209750,218915,9165,0
42,600,215911,218971,3060,1
172,600,206860,219053,12193,0
82,600,210109,219084,8975,1
69,600,208162,219085,10923,1
1,600,209659,219097,9438,0
11,600,202890,219113,16223,1
83,600,211653,219212,7559,1
0,600,215186,219340,4154,0
99,600,219350,219350,0,0
128,4108,214586,219358,4772,2
103,600,202788,219364,16576,0
175,600,212626,219378,6752,2
79,600,213049,219425,6376,1
81,600,217550,219458,1908,0
109,600,216171,219551,3380,0
121,600,216050,219676,3626,2
23,600,208279,219703,11424,1
190,600,205202,219734,14532,1
40,600,205474,219766,14292,1
67,600,214075,219781,5706,0
57,600,212734,219833,7099,1
50,600,216763,219865,3102,1
179,600,213664,219962,6298,1
90,600,217062,219981,2919,0
58,600,216216,220098,3882,2
93,600,210600,220112,9512,0
167,600,211020,220157,9137,1
153,600,198190,220199,22009,1
135,600,217291,220217,2926,2
126,600,216048,220275,4227,2
81,600,220058,220310,252,1
199,600,208512,220335,11823,1
45,629,217674,220338,2664,2
133,600,216570,220348,3778,0
32,600,215663,220389,4726,1
26,600,212119,220458,8339,1
87,600,214612,220460,5848,0
38,600,215113,220488,5375,0
158,600,212722,220499,7777,1
144,600,218274,220575,2301,0
143,600,216841,220599,3758,0
79,600,220025,220696,671,0
196,600,209584,220779,11195,0
182,140,216650,220810,4160,1
77,600,218419,220846,2427,0
187,600,214724,220871,6147,0
61,600,215600,220885,5285,0
86,600,203813,220980,17167,1
89,600,215934,220987,5053,0
31,600,210720,221112,10392,2
130,600,201610,221209,19599,0
192,600,218686,221336,2650,0
162,600,216210,221371,5161,2
16,600,215187,221515,6328,1
122,600,211985,221519,9534,1
3,600,213227,221530,8303,0
68,790,216781,221531,4750,2
176,600,211314,221549,10235,1
7,600,212468,221607,9139,0
198,600,216260,221607,5347,1
101,600,219079,221652,2573,0
170,600,219173,221788,2615,0
194,600,208388,221824,13436,1
127,600,217079,221989,4910,0
5,600,212248,221995,9747,2
183,600,217691,221999,4308,0
181,600,212814,222008,9194,0
65,600,214867,222062,7195,1
47,600,216845,222067,5222,1
36,600,217381,222162,4781,0
42,600,219571,222192,2621,0
136,600,215689,222289,6600,2
92,600,214765,222341,7576,2
76,600,218448,222443,3995,0
106,600,200794,222464,21670,1
54,600,216182,222479,6297,1
66,600,211380,222480,11100,0
129,600,219431,222539,3108,0
191,4797,212637,222611,9974,2
166,600,216525,222617,6092,2
115,600,216959,222633,5674,1
137,600,217025,222666,5641,1
195,600,210704,222670,11966,1
168,600,217702,222686,4984,1
48,600,216079,222724,6645,1
28,600,215176,222750,7574,1
74,600,216920,222829,5909,0
62,600,212462,222930,10468,1
148,600,216398,223084,6686,0
99,600,219950,223086,3136,1
131,600,215547,223098,7551,0
169,600,218018,223102,5084,2
20,600,214968,223106,8138,1
33,600,217942,223143,5201,1
51,600,211961,223194,11233,0
121,600,220276,223224,2948,1
104,600,212293,223247,10954,0
94,600,217995,223275,5280,2
91,600,216717,223283,6566,1
70,600,220250,223304,3054,0
96,600,210472,223324,12852,0
179,600,220562,223337,2775,0
17,600,213783,223462,9679,1
193,5776,214947,223468,8521,2
19,600,218597,223508,4911,0
175,600,219978,223517,3539,1
11,600,219713,223584,3871,0
139,600,210720,223649,12929,0
52,600,217315,223733,6418,1
173,600,211660,223754,12094,0
130,600,221809,223915,2106,1
124,600,215226,223939,8713,2
85,600,207210,223994,16784,0
119,600,213935,224015,10080,2
147,600,215208,224079,8871,0
63,600,204950,224112,19162,1
182,600,221410,224129,2719,2
88,600,214332,224135,9803,0
132,600,218283,224166,5883,0
34,600,210160,224202,14042,0
185,600,213731,224213,10482,1
102,600,219440,224281,4841,1
197,600,218224,224340,6116,1
138,600,218575,224367,5792,0
12,600,214145,224377,10232,2
86,600,221580,224418,2838,0
31,600,221712,224493,2781,2
158,600,221099,224556,3457,0
4,600,214170,224566,10396,1
157,600,217805,224661,6856,0
98,600,209520,224726,15206,0
43,600,216503,224808,8305,1
56,600,214220,224822,10602,0
150,600,200603,224832,24229,1
123,600,219380,224905,5525,0
55,600,219514,224930,5416,2
186,600,217567,224951,7384,2
30,600,214620,225020,10400,1
101,600,222252,225022,2770,1
175,600,224117,225077,960,2
24,600,219455,225114,5659,1
144,600,221175,225170,3995,1
106,600,223064,225224,2160,0
174,600,219279,225262,5983,2
65,600,222662,225335,2673,0
105,146,214376,225394,11018,1
127,600,222589,225410,2821,1
57,600,220433,225464,5031,0
178,600,216997,225499,8502,1
49,600,216380,225528,9148,0
95,600,215810,225542,9732,2
83,600,219812,225567,5755,0
67,600,220381,225573,5192,1
151,600,217420,225574,8154,0
172,600,219653,225581,5928,1
159,600,192162,225649,33487,1
2,600,219075,225653,6578,1
141,600,215907,225704,9797,1
122,600,222119,225817,3698,0
97,600,215733,225823,10090,1
101,600,225622,225898,276,0
133,600,220948,225913,4965,1
50,600,220465,225973,5508,0
78,91,218831,226047,7216,1
176,600,222149,226056,3907,0
23,600,220303,226186,5883,0
107,600,216381,226248,9867,1
113,600,218923,226252,7329,2
189,142,216622,226291,9669,1
190,600,220334,226311,5977,0
118,600,218094,226355,8261,1
38,600,221088,226360,5272,1
116,600,217359,226489,9130,1
46,600,213619,226572,12953,1
108,600,216162,226597,10435,1
146,600,219501,226603,7102,1
130,600,224515,226637,2122,0
53,600,218400,226655,8255,0
194,600,222424,226729,4305,0
100,600,214840,226745,11905,0
144,600,225770,226757,987,0
80,600,217150,226766,9616,0
48,600,223324,226785,3461,0
193,600,224068,226799,2731,2
71,600,213715,226805,13090,2
39,600,212143,226846,14703,1
89,600,221587,226997,5410,1
18,600,211715,227017,15302,1
33,600,223743,227039,3296,0
26,600,221058,227044,5986,0
94,600,223875,227046,3171,1
161,600,218172,227094,8922,1
61,600,221485,227110,5625,1
17,600,224062,227153,3091,0
162,691,222062,227200,5138,2
105,600,225994,227204,1210,2
178,600,226099,227215,1116,0
115,600,223233,227234,4001,1
64,5179,220389,227351,6962,2
136,600,222889,227430,4541,1
185,600,224813,227445,2632,0
91,600,223883,227470,3587,0
102,600,224881,227510,2629,0
198,600,222207,227521,5314,0
93,600,220712,227579,6867,1
164,600,218444,227605,9161,1
14,600,218701,227605,8904,1
10,600,216570,227675,11105,0
197,600,224940,227718,2778,0
152,600,215967,227794,11827,1
45,1486,221824,227806,5982,2
170,600,222388,227826,5438,1
142,600,219130,227856,8726,1
163,600,219219,227943,8724,2
55,600,225530,228003,2473,1
82,600,219684,228003,8319,2
6,3543,217800,228018,10218,2
69,600,219685,228121,8436,0
85,600,224594,228157,3563,1
187,600,221471,228192,6721,1
87,600,221060,228283,7223,1
75,600,214146,228297,14151,1
9,600,219138,228303,9165,1
43,600,225408,228336,2928,0
29,600,215118,228399,13281,1
97,600,226423,228432,2009,0
73,600,218149,228437,10288,1
108,600,227197,228510,1313,0
137,600,223266,228532,5266,0
103,600,219964,228536,8572,1
5,600,222595,228592,5997,1
131,600,223698,228601,4903,1
188,600,214954,228697,13743,1
160,600,217692,228698,11006,1
28,77,222827,228718,5891,1
31,2524,227017,228762,1745,2
61,600,227710,228841,1131,0
168,600,223286,228850,5564,0
132,600,224766,228891,4125,1
92,600,222941,228988,6047,1
123,600,225505,229027,3522,1
112,600,214673,229056,14383,1
142,600,228456,229126,670,0
171,600,219515,229238,9723,1
42,600,222792,229276,6484,1
20,600,223706,229308,5602,0
172,600,226181,229332,3151,0
143,600,221199,229546,8347,1
117,600,218100,229559,11459,0
141,600,226304,229621,3317,0
174,600,225862,229632,3770,1
32,600,220989,229647,8658,0
164,600,228205,229748,1543,0
16,600,222115,229829,7714,0
21,600,216420,229836,13416,0
0,600,219940,229863,9923,1
133,600,226513,229903,3390,0
199,600,220935,229973,9038,0
67,600,226173,229979,3806,0
86,600,225018,230038,5020,1
162,600,227800,230066,2266,1
127,35,225445,230094,4649,1
18,600,227617,230103,2486,0
167,600,220757,230138,9381,0
1,600,219697,230204,10507,1
31,600,229362,230220,858,1
184,600,215020,230252,15232,0
173,600,224354,230326,5972,1
41,600,218390,230443,12053,1
5,600,229192,230486,1294,0
153,600,221180,230510,9330,0
4,600,225166,230587,5421,0
125,600,217112,230619,13507,1
58,600,220698,230656,9958,1
7,600,222207,230666,8459,1
161,600,227694,230667,2973,0
54,600,223079,230689,7610,0
47,600,222667,230758,8091,2
150,600,225432,230857,5425,0
72,600,219493,231002,11509,1
89,600,227597,231031,3434,0
158,600,225156,231223,6067,1
160,600,229298,231247,1949,0
149,600,219474,231280,11806,1
155,600,212440,231347,18907,0
55,600,228603,231421,2818,0
187,600,228792,231445,2653,0
129,600,223139,231455,8316,1
100,600,227345,231485,4140,1
14,600,228205,231507,3302,0
120,600,216298,231516,15218,1
62,600,223530,231529,7999,1
188,600,229297,231545,2248,0
78,600,226647,231643,4996,2
12,600,224977,231692,6715,1
154,600,216570,231787,15217,0
87,600,228883,231804,2921,0
113,600,226852,231866,5014,1
36,600,222762,231894,9132,1
71,600,227405,231922,4517,1
175,600,225677,231974,6297,1
34,600,224802,232106,7304,1
28,600,229318,232113,2795,2
134,600,219324,232195,12871,1
95,600,226142,232210,6068,1
146,600,227203,232295,5092,0
121,600,223824,232311,8487,0
179,600,223937,232366,8429,1
9,600,228903,232420,3517,0
151,600,226174,232449,6275,1
165,600,211499,232488,20989,1
61,600,229441,232568,3127,1
29,600,228999,232661,3662,0
23,600,226786,232683,5897,1
135,600,220817,232719,11902,1
2,600,226253,232770,6517,2
3,600,222130,232780,10650,1
170,600,228426,232809,4383,0
198,600,228121,232838,4717,1
191,600,223211,232852,9641,2
80,600,227366,232880,5514,1
60,600,213090,232947,19857,1
123,600,229627,233072,3445,0
37,600,219101,233104,14003,1
93,600,228179,233136,4957,0
68,600,222131,233248,11117,1
41,600,231043,233281,2238,0
27,600,218360,233311,14951,0
186,600,225551,233316,7765,1
26,600,227644,233323,5679,1
51,600,223794,233341,9547,1
24,600,225714,233394,7680,0
69,600,228721,233402,4681,1
125,600,231219,233432,2213,0
118,600,226955,233514,6559,0
140,600,219960,233552,13592,0
190,600,226911,233589,6678,1
35,600,218060,233658,15598,0
179,600,232966,233670,704,0
42,600,229876,233681,3805,0
30,600,225620,233701,8081,0
19,600,224108,233759,9651,1
145,600,217320,233806,16486,1
114,600,226110,233806,7696,0
57,600,226064,233823,7759,1
136,600,228030,233828,5798,0
16,600,230429,233878,3449,1
195,600,223270,233947,10677,0
142,600,229726,234011,4285,1
79,600,221296,234011,12715,1
130,600,227237,234081,6844,1
106,600,225824,234153,8329,1
59,600,221010,234188,13178,0
58,600,231256,234215,2959,0
66,600,223080,234241,11161,1
110,600,222220,234285,12065,0
189,600,226891,234295,7404,2
75,600,228897,234334,5437,0
116,600,227089,234424,7335,0
194,600,227329,234478,7149,1
122,600,226417,234529,8112,1
76,600,223043,234547,11504,1
33,600,227639,234564,6925,1
45,600,228406,234582,6176,1
86,600,230638,234662,4024,0
112,600,229656,234669,5013,0
39,600,227446,234774,7328,0
104,600,223847,234782,10935,1
0,600,230463,234835,4372,0
169,600,223702,234900,11198,1
44,600,216500,234942,18442,0
120,600,232116,234963,2847,0
85,600,228757,234967,6210,0
163,600,228543,234975,6432,1
36,600,232494,235039,2545,0
74,600,223429,235107,11678,1
171,600,229838,235189,5351,0
43,600,228936,235224,6288,1
2,600,233370,235250,1880,1
159,600,226249,235312,9063,0
107,600,226848,235377,8529,0
1,600,230804,235392,4588,0
181,600,222608,235489,12881,1
147,600,224679,235502,10823,1
101,600,226498,235505,9007,1
100,600,232085,235572,3487,0
132,600,229491,235595,6104,0
84,600,213510,235683,22173,0
177,600,222290,235743,13453,0
91,600,228070,235781,7711,1
126,600,220875,235896,15021,1
143,600,230146,235948,5802,0
31,600,230820,235952,5132,0
173,600,230926,235999,5073,0
23,600,233283,236099,2816,0
133,600,230503,236103,5600,1
182,600,224729,236110,11381,1
109,600,220151,236115,15964,1
22,600,221210,236118,14908,0
43,600,235824,236150,326,0
196,600,221379,236151,14772,1
193,600,227399,236258,8859,1
81,298,220608,236325,15717,1
5,600,231086,236395,5309,1
108,600,229110,236470,7360,1
7,600,231266,236473,5207,0
91,600,236381,236551,170,0
72,600,231602,236575,4973,0
161,600,231267,236627,5360,1
77,600,221446,236668,15222,1
9,600,233020,236681,3661,1
64,806,228157,236734,8577,2
70,600,223904,236752,12848,1
98,600,225326,236792,11466,1
57,600,234423,236872,2449,0
127,600,230694,236887,6193,2
119,600,224615,236919,12304,1
163,600,235575,236921,1346,0
60,600,233547,236997,3450,0
73,600,229037,237087,8050,0
48,600,227385,237123,9738,1
37,600,233704,237154,3450,0
117,600,230159,237157,6998,1
62,600,232129,237166,5037,2
46,600,227172,237226,10054,0
157,600,225261,237304,12043,1
6,600,228618,237306,8688,3
198,600,233438,237326,3888,0
178,600,227815,237343,9528,1
3,600,233380,237419,4039,0
8,600,220360,237422,17062,0
69,600,234002,237456,3454,0
11,600,224184,237461,13277,1
95,600,232810,237599,4789,0
187,600,232045,237599,5554,1
167,600,230738,237628,6890,1
63,600,224712,237638,12926,0
65,600,225935,237833,11898,1
142,600,234611,237878,3267,0
51,600,233941,237897,3956,0
24,600,233994,237921,3927,1
197,600,228318,237940,9622,1
152,600,228394,237989,9595,0
131,600,229201,238004,8803,0
194,600,235078,238015,2937,0
134,600,232795,238066,5271,0
175,600,232574,238224,5650,0
56,600,225422,238317,12895,1
149,600,231880,238323,6443,0
10,600,228275,238328,10053,1
153,600,231110,238338,7228,1
105,600,227804,238385,10581,1
199,600,230573,238423,7850,1
103,600,229136,238512,9376,0
27,600,233911,238565,4654,1
184,600,230852,238628,7776,1
82,600,228603,238668,10065,1
135,600,233319,238703,5384,0
118,600,234114,238777,4663,1
66,600,234841,238824,3983,0
54,600,231289,238835,7546,1
124,600,224539,238836,14297,1
191,600,233452,238888,5436,1
157,600,237904,238951,1047,0
78,600,232243,238982,6739,1
130,600,234681,239015,4334,0
61,600,233168,239051,5883,0
34,600,232706,239113,6407,0
21,600,230436,239168,8732,1
168,600,229450,239184,9734,1
183,600,222599,239194,16595,1
19,600,234359,239220,4861,0
101,600,236105,239249,3144,0
185,600,228045,239255,11210,1
98,600,237392,239293,1901,0
18,600,230703,239342,8639,1
174,600,230232,239374,9142,0
197,600,238540,239408,868,0
32,600,230247,239545,9298,1
96,600,223924,239592,15668,1
176,600,226656,239631,12975,1
166,600,223217,239634,16417,1
125,600,234032,239694,5662,1
94,600,227646,239698,12052,2
40,600,220366,239714,19348,0
89,600,231631,239739,8108,1
162,600,230666,239756,9090,0
116,600,235024,239783,4759,1
88,600,224735,239804,15069,1
133,600,236703,239819,3116,0
83,600,226167,239855,13688,1
180,600,219450,239900,20450,1
172,600,229932,239955,10023,1
12,600,232292,239962,7670,0
184,600,239228,240004,776,0
137,600,229132,240063,10931,1
113,600,232466,240084,7618,0
68,600,233848,240093,6245,0
190,600,234189,240173,5984,0
67,600,230579,240274,9695,1
92,600,229588,240383,10795,0
29,600,233261,240773,7512,1
80,600,233480,240783,7303,0
90,600,220581,240907,20326,1
97,600,229032,240933,11901,1
2,600,235850,240979,5129,0
104,600,235382,240985,5603,0
115,600,227834,241036,13202,0
102,600,228110,241089,12979,1
50,600,226573,241256,14683,1
62,600,237766,241345,3579,1
86,600,235262,241367,6105,1
14,600,232107,241373,9266,1
141,600,230221,241380,11159,1
58,600,234815,241388,6573,1
99,600,225870,241663,15793,0
38,600,226960,241675,14715,0
173,600,236599,241718,5119,1
165,600,233088,241841,8753,0
193,600,236858,242008,5150,0
20,600,229908,242010,12102,1
119,600,237519,242063,4544,0
75,600,234934,242107,7173,1
128,600,219958,242109,22151,1
39,600,235374,242125,6751,1
186,600,233916,242203,8287,0
60,600,237597,242316,4719,1
143,600,236548,242343,5795,1
109,600,236715,242381,5666,0
152,600,238589,242410,3821,1
6,600,237906,242521,4615,1
66,600,239424,242560,3136,1
198,600,237926,242660,4734,1
87,600,232404,242709,10305,1
146,600,232895,242887,9992,1
19,600,239820,242940,3120,1
171,600,235789,242940,7151,1
0,600,235435,242981,7546,1
192,600,221936,243156,21220,1
177,600,236343,243393,7050,1
144,600,227357,243424,16067,1
31,600,236552,243733,7181,1
53,600,227255,243886,16631,1
75,600,242707,243893,1186,0
142,600,238478,244030,5552,1
107,600,235977,244117,8140,1
125,600,240294,244145,3851,0
59,600,234788,244186,9398,1
35,600,234258,244264,10006,1
139,600,224249,244353,20104,1
3,600,238019,244354,6335,1
154,600,232387,244455,12068,1
150,600,231457,244537,13080,1
155,600,231947,244540,12593,1
145,600,234406,244541,10135,0
127,600,237487,244802,7315,1
91,600,237151,244841,7690,1
147,600,236102,244875,8773,0
148,600,223684,244928,21244,1
23,600,236699,244955,8256,1
159,600,235912,244995,9083,1
43,600,236750,245105,8355,1
42,600,234281,245166,10885,1
61,600,239651,245193,5542,1
55,600,232021,245196,13175,1
17,600,227753,245249,17496,1
57,600,237472,245263,7791,1
47,600,231358,245387,14029,1
103,600,239112,245422,6310,1
51,600,238497,245443,6946,1
138,600,224967,245498,20531,1
169,600,235500,245565,10065,0
131,600,238604,245581,6977,1
149,600,238923,245629,6706,1
100,600,236172,245724,9552,1
136,600,234428,245895,11467,1
34,600,239713,246092,6379,1
33,600,235164,246257,11093,0
188,600,232145,246406,14261,1
73,600,237687,246412,8725,1
194,600,238615,246516,7901,1
119,600,242663,246551,3888,1
37,600,237754,246708,8954,1
41,600,233881,246713,12832,1
28,600,232713,246901,14188,1
120,600,235563,246920,11357,1
46,600,237826,247351,9525,1
132,600,236195,247392,11197,1
189,600,234895,247495,12600,1
63,600,238238,247659,9421,1
197,600,240008,247792,7784,1
81,600,236925,247853,10928,2
95,600,238199,247943,9744,1
140,600,234152,247998,13846,1
123,600,233672,248113,14441,1
134,600,238666,248156,9490,1
157,600,239551,248266,8715,1
163,600,237521,248529,11008,1
133,600,240419,248581,8162,1
174,600,239974,248640,8666,1
70,600,237352,248750,11398,2
113,600,240684,248890,8206,1
184,600,240604,248935,8331,1
164,600,230348,248937,18589,1
104,600,241585,249038,7453,1
160,600,231847,249078,17231,1
1,600,235992,249298,13306,1
85,600,235567,249321,13754,1
125,600,244745,249398,4653,1
94,600,240298,249560,9262,1
44,600,235542,249685,14143,1
4,600,231187,249727,18540,1
80,600,241383,250171,8788,1
36,600,235639,250202,14563,1
84,600,236283,250298,14015,1
101,600,239849,250309,10460,1
22,600,236718,250456,13738,1
193,600,242608,250520,7912,1
93,600,233736,250693,16957,1
121,600,232911,250998,18087,1
69,600,238056,251342,13286,1
64,600,237334,251458,14124,1
114,600,234406,251469,17063,1
12,600,240562,251626,11064,1
68,600,240693,251674,10981,1
112,600,235269,251701,16432,1
195,600,234547,251790,17243,1
30,600,234301,251799,17498,1
38,600,242275,251822,9547,1
109,600,242981,251837,8856,1
2,600,241579,251884,10305,1
175,600,238824,252063,13239,1
8,600,238022,252102,14080,1
49,600,226128,252404,26276,1
110,600,234885,252551,17666,1
135,600,239303,252735,13432,1
75,600,244493,253050,8557,1
99,600,242263,253798,11535,1
70,648,249398,253817,4419,2
162,600,240356,253836,13480,1
40,600,240314,254353,14039,1
130,600,239615,254443,14828,1
46,600,247951,255014,7063,0
186,600,242803,255095,12292,1
7,600,237073,255450,18377,1
190,600,240773,255646,14873,1
98,600,239893,255910,16017,1
179,600,234270,256327,22057,1
165,600,242441,256986,14545,1
72,600,237175,257862,20687,1
81,787,248640,258283,9643,2
46,600,255614,258917,3303,1
145,600,245141,259762,14621,1
147,600,245475,260467,14992,1
70,600,254417,261054,6637,1
115,600,241636,261524,19888,1
170,600,233409,264583,31174,1
33,600,246857,266097,19240,1
81,634,258917,267382,8465,2
81,600,267982,269144,1162,1
92,600,240983,272152,31169,1
169,600,246165,278290,32125,1
